,_psi_cos,_psi_sin,psi,speed,vx,vy,x,y
56,-0.9945218953682733,-0.1045284632676535,186,1,-0.1045284632676535,-0.9945218953682733,283,911
57,-0.9961946980917455,-0.08715574274765794,185,1,-0.08715574274765794,-0.9961946980917455,283,910
58,-0.9961946980917455,-0.08715574274765794,185,1,-0.08715574274765794,-0.9961946980917455,283,909
59,-0.9961946980917455,-0.08715574274765794,185,1,-0.08715574274765794,-0.9961946980917455,283,907
60,-0.9975640502598242,-0.06975647374412527,184,1,-0.06975647374412527,-0.9975640502598242,283,906
61,-0.9975640502598242,-0.06975647374412527,184,1,-0.06975647374412527,-0.9975640502598242,283,905
62,-0.9975640502598242,-0.06975647374412527,184,1,-0.06975647374412527,-0.9975640502598242,283,904
63,-0.9986295347545738,-0.052335956242943564,183,1,-0.052335956242943564,-0.9986295347545738,283,902
64,-0.9986295347545738,-0.052335956242943564,183,1,-0.052335956242943564,-0.9986295347545738,282,901
65,-0.9986295347545738,-0.052335956242943564,183,1,-0.052335956242943564,-0.9986295347545738,282,900
66,-0.9993908270190958,-0.0348994967025009,182,1,-0.0348994967025009,-0.9993908270190958,282,899
67,-0.9993908270190958,-0.0348994967025009,182,1,-0.0348994967025009,-0.9993908270190958,282,897
68,-0.9993908270190958,-0.0348994967025009,182,1,-0.0348994967025009,-0.9993908270190958,282,896
69,-0.9998476951563913,-0.017452406437283637,181,1,-0.017452406437283637,-0.9998476951563913,282,895
70,-0.9998476951563913,-0.017452406437283637,181,1,-0.017452406437283637,-0.9998476951563913,282,894
71,-0.9998476951563913,-0.017452406437283637,181,1,-0.017452406437283637,-0.9998476951563913,282,892
72,-1.0,1.2246467991473532e-16,180,1,1.2246467991473532e-16,-1.0,282,891
73,-1.0,1.2246467991473532e-16,180,1,1.2246467991473532e-16,-1.0,282,890
74,-1.0,1.2246467991473532e-16,180,1,1.2246467991473532e-16,-1.0,282,889
75,-0.9998476951563913,0.01745240643728344,179,1,0.01745240643728344,-0.9998476951563913,282,887
76,-0.9998476951563913,0.01745240643728344,179,1,0.01745240643728344,-0.9998476951563913,282,886
77,-0.9998476951563913,0.01745240643728344,179,1,0.01745240643728344,-0.9998476951563913,282,885
78,-0.9993908270190958,0.03489949670250114,178,1,0.03489949670250114,-0.9993908270190958,282,883
79,-0.9993908270190958,0.03489949670250114,178,1,0.03489949670250114,-0.9993908270190958,282,882
80,-0.9993908270190958,0.03489949670250114,178,1,0.03489949670250114,-0.9993908270190958,282,881
81,-0.9986295347545738,0.05233595624294381,177,1,0.05233595624294381,-0.9986295347545738,282,880
82,-0.9986295347545738,0.05233595624294381,177,1,0.05233595624294381,-0.9986295347545738,283,878
83,-0.9986295347545738,0.05233595624294381,177,1,0.05233595624294381,-0.9986295347545738,283,877
84,-0.9975640502598242,0.06975647374412552,176,1,0.06975647374412552,-0.9975640502598242,283,876
85,-0.9975640502598242,0.06975647374412552,176,1,0.06975647374412552,-0.9975640502598242,283,875
86,-0.9975640502598242,0.06975647374412552,176,1,0.06975647374412552,-0.9975640502598242,283,873
87,-0.9961946980917455,0.0871557427476582,175,1,0.0871557427476582,-0.9961946980917455,283,872
88,-0.9961946980917455,0.0871557427476582,175,1,0.0871557427476582,-0.9961946980917455,283,871
89,-0.9961946980917455,0.0871557427476582,175,1,0.0871557427476582,-0.9961946980917455,283,870
90,-0.9961946980917455,0.0871557427476582,175,1,0.0871557427476582,-0.9961946980917455,283,868
91,-0.9945218953682733,0.10452846326765373,174,1,0.10452846326765373,-0.9945218953682733,283,867
92,-0.9945218953682733,0.10452846326765373,174,1,0.10452846326765373,-0.9945218953682733,284,866
93,-0.9945218953682733,0.10452846326765373,174,1,0.10452846326765373,-0.9945218953682733,284,865
94,-0.992546151641322,0.12186934340514755,173,1,0.12186934340514755,-0.992546151641322,284,863
95,-0.992546151641322,0.12186934340514755,173,1,0.12186934340514755,-0.992546151641322,284,862
96,-0.992546151641322,0.12186934340514755,173,1,0.12186934340514755,-0.992546151641322,284,861
97,-0.9902680687415704,0.13917310096006533,172,1,0.13917310096006533,-0.9902680687415704,284,860
98,-0.9902680687415704,0.13917310096006533,172,1,0.13917310096006533,-0.9902680687415704,284,858
99,-0.9902680687415704,0.13917310096006533,172,1,0.13917310096006533,-0.9902680687415704,285,857
100,-0.9876883405951377,0.15643446504023098,171,1,0.15643446504023098,-0.9876883405951377,285,856
101,-0.9876883405951377,0.15643446504023098,171,1,0.15643446504023098,-0.9876883405951377,285,855
102,-0.9876883405951377,0.15643446504023098,171,1,0.15643446504023098,-0.9876883405951377,285,854
103,-0.984807753012208,0.17364817766693028,170,1,0.17364817766693028,-0.984807753012208,285,852
104,-0.984807753012208,0.17364817766693028,170,1,0.17364817766693028,-0.984807753012208,286,851
105,-0.984807753012208,0.17364817766693028,170,1,0.17364817766693028,-0.984807753012208,286,850
106,-0.981627183447664,0.19080899537654497,169,1,0.19080899537654497,-0.981627183447664,286,849
107,-0.981627183447664,0.19080899537654497,169,1,0.19080899537654497,-0.981627183447664,286,847
108,-0.981627183447664,0.19080899537654497,169,1,0.19080899537654497,-0.981627183447664,287,846
109,-0.981627183447664,0.19080899537654497,169,1,0.19080899537654497,-0.981627183447664,287,845
110,-0.981627183447664,0.19080899537654497,169,1,0.19080899537654497,-0.981627183447664,287,844
111,-0.9781476007338057,0.20791169081775931,168,1,0.20791169081775931,-0.9781476007338057,287,842
112,-0.9781476007338057,0.20791169081775931,168,1,0.20791169081775931,-0.9781476007338057,288,841
113,-0.9781476007338057,0.20791169081775931,168,1,0.20791169081775931,-0.9781476007338057,288,840
114,-0.9743700647852351,0.2249510543438652,167,1,0.2249510543438652,-0.9743700647852351,288,839
115,-0.9743700647852351,0.2249510543438652,167,1,0.2249510543438652,-0.9743700647852351,288,838
116,-0.9743700647852351,0.2249510543438652,167,1,0.2249510543438652,-0.9743700647852351,289,836
117,-0.9702957262759965,0.24192189559966773,166,1,0.24192189559966773,-0.9702957262759965,289,835
118,-0.9702957262759965,0.24192189559966773,166,1,0.24192189559966773,-0.9702957262759965,289,834
119,-0.9702957262759965,0.24192189559966773,166,1,0.24192189559966773,-0.9702957262759965,290,833
120,-0.9702957262759965,0.24192189559966773,166,1,0.24192189559966773,-0.9702957262759965,290,831
121,-0.9659258262890682,0.258819045102521,165,1,0.258819045102521,-0.9659258262890682,290,830
122,-0.9659258262890682,0.258819045102521,165,1,0.258819045102521,-0.9659258262890682,291,829
123,-0.9659258262890682,0.258819045102521,165,1,0.258819045102521,-0.9659258262890682,291,828
124,-0.9612616959383189,0.2756373558169992,164,1,0.2756373558169992,-0.9612616959383189,291,827
125,-0.9612616959383189,0.2756373558169992,164,1,0.2756373558169992,-0.9612616959383189,292,825
126,-0.9612616959383189,0.2756373558169992,164,1,0.2756373558169992,-0.9612616959383189,292,824
127,-0.9612616959383189,0.2756373558169992,164,1,0.2756373558169992,-0.9612616959383189,292,823
128,-0.9612616959383189,0.2756373558169992,164,1,0.2756373558169992,-0.9612616959383189,293,822
129,-0.9563047559630355,0.2923717047227366,163,1,0.2923717047227366,-0.9563047559630355,293,821
130,-0.9563047559630355,0.2923717047227366,163,1,0.2923717047227366,-0.9563047559630355,293,819
131,-0.9563047559630355,0.2923717047227366,163,1,0.2923717047227366,-0.9563047559630355,294,818
132,-0.9563047559630355,0.2923717047227366,163,1,0.2923717047227366,-0.9563047559630355,294,817
133,-0.9510565162951535,0.3090169943749475,162,1,0.3090169943749475,-0.9510565162951535,295,816
134,-0.9510565162951535,0.3090169943749475,162,1,0.3090169943749475,-0.9510565162951535,295,815
135,-0.9510565162951535,0.3090169943749475,162,1,0.3090169943749475,-0.9510565162951535,295,813
136,-0.9455185755993168,0.3255681544571566,161,1,0.3255681544571566,-0.9455185755993168,296,812
137,-0.9455185755993168,0.3255681544571566,161,1,0.3255681544571566,-0.9455185755993168,296,811
138,-0.9455185755993168,0.3255681544571566,161,1,0.3255681544571566,-0.9455185755993168,296,810
139,-0.9455185755993168,0.3255681544571566,161,1,0.3255681544571566,-0.9455185755993168,297,809
140,-0.9455185755993168,0.3255681544571566,161,1,0.3255681544571566,-0.9455185755993168,297,807
141,-0.9396926207859083,0.3420201433256689,160,1,0.3420201433256689,-0.9396926207859083,298,806
142,-0.9396926207859083,0.3420201433256689,160,1,0.3420201433256689,-0.9396926207859083,298,805
143,-0.9396926207859083,0.3420201433256689,160,1,0.3420201433256689,-0.9396926207859083,299,804
144,-0.9396926207859083,0.3420201433256689,160,1,0.3420201433256689,-0.9396926207859083,299,803
145,-0.9335804264972017,0.3583679495453002,159,1,0.3583679495453002,-0.9335804264972017,299,802
146,-0.9335804264972017,0.3583679495453002,159,1,0.3583679495453002,-0.9335804264972017,300,800
147,-0.9335804264972017,0.3583679495453002,159,1,0.3583679495453002,-0.9335804264972017,300,799
148,-0.9335804264972017,0.3583679495453002,159,1,0.3583679495453002,-0.9335804264972017,301,798
149,-0.9335804264972017,0.3583679495453002,159,1,0.3583679495453002,-0.9335804264972017,301,797
150,-0.9271838545667873,0.37460659341591224,158,1,0.37460659341591224,-0.9271838545667873,302,796
151,-0.9271838545667873,0.37460659341591224,158,1,0.37460659341591224,-0.9271838545667873,302,795
152,-0.9271838545667873,0.37460659341591224,158,1,0.37460659341591224,-0.9271838545667873,303,793
153,-0.9271838545667873,0.37460659341591224,158,1,0.37460659341591224,-0.9271838545667873,303,792
154,-0.9271838545667873,0.37460659341591224,158,1,0.37460659341591224,-0.9271838545667873,304,791
155,-0.9271838545667873,0.37460659341591224,158,1,0.37460659341591224,-0.9271838545667873,304,790
156,-0.9205048534524404,0.39073112848927377,157,1,0.39073112848927377,-0.9205048534524404,305,789
157,-0.9205048534524404,0.39073112848927377,157,1,0.39073112848927377,-0.9205048534524404,305,788
158,-0.9205048534524404,0.39073112848927377,157,1,0.39073112848927377,-0.9205048534524404,306,786
159,-0.9205048534524404,0.39073112848927377,157,1,0.39073112848927377,-0.9205048534524404,306,785
160,-0.9135454576426008,0.40673664307580043,156,1,0.40673664307580043,-0.9135454576426008,307,784
161,-0.9135454576426008,0.40673664307580043,156,1,0.40673664307580043,-0.9135454576426008,307,783
162,-0.9135454576426008,0.40673664307580043,156,1,0.40673664307580043,-0.9135454576426008,308,782
163,-0.9135454576426008,0.40673664307580043,156,1,0.40673664307580043,-0.9135454576426008,308,781
164,-0.9135454576426008,0.40673664307580043,156,1,0.40673664307580043,-0.9135454576426008,309,779
165,-0.9135454576426008,0.40673664307580043,156,1,0.40673664307580043,-0.9135454576426008,309,778
166,-0.9063077870366499,0.4226182617406995,155,1,0.4226182617406995,-0.9063077870366499,310,777
167,-0.9063077870366499,0.4226182617406995,155,1,0.4226182617406995,-0.9063077870366499,310,776
168,-0.9063077870366499,0.4226182617406995,155,1,0.4226182617406995,-0.9063077870366499,311,775
169,-0.9063077870366499,0.4226182617406995,155,1,0.4226182617406995,-0.9063077870366499,311,774
170,-0.9063077870366499,0.4226182617406995,155,1,0.4226182617406995,-0.9063077870366499,312,773
171,-0.9063077870366499,0.4226182617406995,155,1,0.4226182617406995,-0.9063077870366499,312,772
172,-0.898794046299167,0.4383711467890773,154,1,0.4383711467890773,-0.898794046299167,313,770
173,-0.898794046299167,0.4383711467890773,154,1,0.4383711467890773,-0.898794046299167,313,769
174,-0.898794046299167,0.4383711467890773,154,1,0.4383711467890773,-0.898794046299167,314,768
175,-0.898794046299167,0.4383711467890773,154,1,0.4383711467890773,-0.898794046299167,314,767
176,-0.898794046299167,0.4383711467890773,154,1,0.4383711467890773,-0.898794046299167,315,766
177,-0.898794046299167,0.4383711467890773,154,1,0.4383711467890773,-0.898794046299167,316,765
178,-0.898794046299167,0.4383711467890773,154,1,0.4383711467890773,-0.898794046299167,316,764
179,-0.898794046299167,0.4383711467890773,154,1,0.4383711467890773,-0.898794046299167,317,762
180,-0.8910065241883678,0.45399049973954686,153,1,0.45399049973954686,-0.8910065241883678,317,761
181,-0.8910065241883678,0.45399049973954686,153,1,0.45399049973954686,-0.8910065241883678,318,760
182,-0.8910065241883678,0.45399049973954686,153,1,0.45399049973954686,-0.8910065241883678,318,759
183,-0.8910065241883678,0.45399049973954686,153,1,0.45399049973954686,-0.8910065241883678,319,758
184,-0.8910065241883678,0.45399049973954686,153,1,0.45399049973954686,-0.8910065241883678,320,757
185,-0.8910065241883678,0.45399049973954686,153,1,0.45399049973954686,-0.8910065241883678,320,756
186,-0.8910065241883678,0.45399049973954686,153,1,0.45399049973954686,-0.8910065241883678,321,755
187,-0.882947592858927,0.4694715627858907,152,1,0.4694715627858907,-0.882947592858927,321,754
188,-0.882947592858927,0.4694715627858907,152,1,0.4694715627858907,-0.882947592858927,322,752
189,-0.882947592858927,0.4694715627858907,152,1,0.4694715627858907,-0.882947592858927,322,751
190,-0.882947592858927,0.4694715627858907,152,1,0.4694715627858907,-0.882947592858927,323,750
191,-0.882947592858927,0.4694715627858907,152,1,0.4694715627858907,-0.882947592858927,324,749
192,-0.882947592858927,0.4694715627858907,152,1,0.4694715627858907,-0.882947592858927,324,748
193,-0.882947592858927,0.4694715627858907,152,1,0.4694715627858907,-0.882947592858927,325,747
194,-0.882947592858927,0.4694715627858907,152,1,0.4694715627858907,-0.882947592858927,325,746
195,-0.8746197071393957,0.48480962024633717,151,1,0.48480962024633717,-0.8746197071393957,326,745
196,-0.8746197071393957,0.48480962024633717,151,1,0.48480962024633717,-0.8746197071393957,327,744
197,-0.8746197071393957,0.48480962024633717,151,1,0.48480962024633717,-0.8746197071393957,327,742
198,-0.8746197071393957,0.48480962024633717,151,1,0.48480962024633717,-0.8746197071393957,328,741
199,-0.8746197071393957,0.48480962024633717,151,1,0.48480962024633717,-0.8746197071393957,328,740
200,-0.8746197071393957,0.48480962024633717,151,1,0.48480962024633717,-0.8746197071393957,329,739
201,-0.8746197071393957,0.48480962024633717,151,1,0.48480962024633717,-0.8746197071393957,330,738
202,-0.8746197071393957,0.48480962024633717,151,1,0.48480962024633717,-0.8746197071393957,330,737
203,-0.8746197071393957,0.48480962024633717,151,1,0.48480962024633717,-0.8746197071393957,331,736
204,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,331,735
205,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,332,734
206,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,333,733
207,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,333,732
208,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,334,730
209,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,335,729
210,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,335,728
211,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,336,727
212,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,337,726
213,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,337,725
214,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,338,724
215,-0.8660254037844387,0.49999999999999994,150,1,0.49999999999999994,-0.8660254037844387,338,723
216,-0.8571673007021122,0.5150380749100544,149,2,1.0300761498201088,-1.7143346014042244,340,721
217,-0.8571673007021122,0.5150380749100544,149,2,1.0300761498201088,-1.7143346014042244,341,719
218,-0.8571673007021122,0.5150380749100544,149,2,1.0300761498201088,-1.7143346014042244,342,716
219,-0.8571673007021122,0.5150380749100544,149,2,1.0300761498201088,-1.7143346014042244,344,714
220,-0.8571673007021122,0.5150380749100544,149,2,1.0300761498201088,-1.7143346014042244,345,712
221,-0.8571673007021122,0.5150380749100544,149,2,1.0300761498201088,-1.7143346014042244,346,710
222,-0.8571673007021122,0.5150380749100544,149,2,1.0300761498201088,-1.7143346014042244,347,708
223,-0.848048096156426,0.5299192642332049,148,3,1.5897577926996147,-2.544144288469278,349,705
224,-0.848048096156426,0.5299192642332049,148,3,1.5897577926996147,-2.544144288469278,351,701
225,-0.848048096156426,0.5299192642332049,148,3,1.5897577926996147,-2.544144288469278,353,698
226,-0.848048096156426,0.5299192642332049,148,3,1.5897577926996147,-2.544144288469278,355,695
227,-0.848048096156426,0.5299192642332049,148,3,1.5897577926996147,-2.544144288469278,357,692
228,-0.848048096156426,0.5299192642332049,148,3,1.5897577926996147,-2.544144288469278,359,689
229,-0.848048096156426,0.5299192642332049,148,3,1.5897577926996147,-2.544144288469278,361,685
230,-0.848048096156426,0.5299192642332049,148,3,1.5897577926996147,-2.544144288469278,363,682
231,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,366,678
232,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,369,674
233,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,372,670
234,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,374,665
235,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,377,661
236,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,380,657
237,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,382,653
238,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,385,648
239,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,388,644
240,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,391,640
241,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,393,636
242,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,396,632
243,-0.8386705679454239,0.5446390350150273,147,4,2.1785561400601092,-3.3546822717816958,399,627
244,-0.848048096156426,0.5299192642332049,148,4,2.1196770569328196,-3.392192384625704,401,623
245,-0.848048096156426,0.5299192642332049,148,4,2.1196770569328196,-3.392192384625704,404,619
246,-0.848048096156426,0.5299192642332049,148,4,2.1196770569328196,-3.392192384625704,407,615
247,-0.848048096156426,0.5299192642332049,148,4,2.1196770569328196,-3.392192384625704,410,610
248,-0.848048096156426,0.5299192642332049,148,4,2.1196770569328196,-3.392192384625704,412,606
249,-0.848048096156426,0.5299192642332049,148,4,2.1196770569328196,-3.392192384625704,415,602
250,-0.848048096156426,0.5299192642332049,148,4,2.1196770569328196,-3.392192384625704,417,598
251,-0.8571673007021122,0.5150380749100544,149,4,2.0601522996402175,-3.428669202808449,420,593
252,-0.8571673007021122,0.5150380749100544,149,4,2.0601522996402175,-3.428669202808449,423,589
253,-0.8571673007021122,0.5150380749100544,149,4,2.0601522996402175,-3.428669202808449,425,585
254,-0.8571673007021122,0.5150380749100544,149,4,2.0601522996402175,-3.428669202808449,428,580
255,-0.8660254037844387,0.49999999999999994,150,4,1.9999999999999998,-3.464101615137755,430,576
256,-0.8660254037844387,0.49999999999999994,150,4,1.9999999999999998,-3.464101615137755,433,572
257,-0.8660254037844387,0.49999999999999994,150,4,1.9999999999999998,-3.464101615137755,435,567
258,-0.8660254037844387,0.49999999999999994,150,4,1.9999999999999998,-3.464101615137755,438,563
259,-0.8746197071393957,0.48480962024633717,151,4,1.9392384809853487,-3.498478828557583,440,559
260,-0.8746197071393957,0.48480962024633717,151,4,1.9392384809853487,-3.498478828557583,443,554
261,-0.8746197071393957,0.48480962024633717,151,4,1.9392384809853487,-3.498478828557583,445,550
262,-0.882947592858927,0.4694715627858907,152,4,1.8778862511435628,-3.531790371435708,448,545
263,-0.882947592858927,0.4694715627858907,152,4,1.8778862511435628,-3.531790371435708,450,541
264,-0.882947592858927,0.4694715627858907,152,4,1.8778862511435628,-3.531790371435708,452,536
265,-0.8910065241883678,0.45399049973954686,153,4,1.8159619989581874,-3.564026096753471,455,532
266,-0.8910065241883678,0.45399049973954686,153,4,1.8159619989581874,-3.564026096753471,457,528
267,-0.8910065241883678,0.45399049973954686,153,4,1.8159619989581874,-3.564026096753471,459,523
268,-0.9135454576426008,0.40673664307580043,156,3,1.2202099292274013,-2.7406363729278023,461,519
269,-0.9271838545667873,0.37460659341591224,158,2,0.7492131868318245,-1.8543677091335746,462,516
270,-0.9335804264972017,0.3583679495453002,159,1,0.3583679495453002,-0.9335804264972017,463,515
271,-0.9396926207859083,0.3420201433256689,160,1,0.3420201433256689,-0.9396926207859083,463,514
272,-0.9396926207859083,0.3420201433256689,160,1,0.3420201433256689,-0.9396926207859083,463,513
273,-0.9455185755993168,0.3255681544571566,161,1,0.3255681544571566,-0.9455185755993168,464,511
274,-0.9455185755993168,0.3255681544571566,161,1,0.3255681544571566,-0.9455185755993168,464,510
275,-0.9455185755993168,0.3255681544571566,161,1,0.3255681544571566,-0.9455185755993168,465,509
276,-0.9510565162951535,0.3090169943749475,162,1,0.3090169943749475,-0.9510565162951535,465,508
277,-0.9563047559630355,0.2923717047227366,163,1,0.2923717047227366,-0.9563047559630355,465,507
278,-0.9563047559630355,0.2923717047227366,163,1,0.2923717047227366,-0.9563047559630355,466,506
279,-0.9612616959383189,0.2756373558169992,164,1,0.2756373558169992,-0.9612616959383189,466,504
280,-0.9659258262890682,0.258819045102521,165,1,0.258819045102521,-0.9659258262890682,466,503
281,-0.9659258262890682,0.258819045102521,165,1,0.258819045102521,-0.9659258262890682,467,502
282,-0.9702957262759965,0.24192189559966773,166,1,0.24192189559966773,-0.9702957262759965,467,501
283,-0.9702957262759965,0.24192189559966773,166,1,0.24192189559966773,-0.9702957262759965,467,499
284,-0.9702957262759965,0.24192189559966773,166,1,0.24192189559966773,-0.9702957262759965,468,498
285,-0.9743700647852351,0.2249510543438652,167,1,0.2249510543438652,-0.9743700647852351,468,497
286,-0.9781476007338057,0.20791169081775931,168,1,0.20791169081775931,-0.9781476007338057,468,496
287,-0.9781476007338057,0.20791169081775931,168,1,0.20791169081775931,-0.9781476007338057,468,495
288,-0.981627183447664,0.19080899537654497,169,1,0.19080899537654497,-0.981627183447664,469,493
289,-0.981627183447664,0.19080899537654497,169,1,0.19080899537654497,-0.981627183447664,469,492
